application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-ttGVvV,sdv-pii-nuup4,2022-01-31,,14,Approved,97958,35756,6.25,240,59.3,65.8,Debt Consolidation,786,118124,364958
sdv-id-HyeEDW,sdv-pii-9stfg,2024-11-18,2024-09-04,15,Pending,173943,454,0.17,120,89.1,96.2,Home Improvement,654,74077,469696
sdv-id-pTMbmh,sdv-pii-hhfp0,2023-06-15,,12,Approved,77799,80289,6.25,120,48.1,54.8,Debt Consolidation,795,122156,415362
sdv-id-AdMDbK,sdv-pii-qbel1,2022-08-04,2022-08-25,13,Denied,154999,12252,6.25,360,73.5,79.2,Debt Consolidation,793,121584,492867
sdv-id-EGvwGC,sdv-pii-5ixtx,2023-02-27,2023-07-17,11,Approved,46161,291,0.29,180,45.6,53.9,Debt Consolidation,717,61032,271269
sdv-id-IEMhAl,sdv-pii-2wigg,2023-07-05,2023-09-01,21,Approved,128805,0,0.0,360,86.8,95.3,Home Improvement,641,63423,395251
sdv-id-dvAnmD,sdv-pii-pix04,2023-02-06,,11,Approved,60031,27660,6.25,240,44.0,50.2,Home Improvement,784,103759,418842
sdv-id-lPZkHx,sdv-pii-vftt9,2024-08-02,2024-05-13,12,Approved,156527,9850,6.19,240,80.1,87.3,Debt Consolidation,791,102280,502668
sdv-id-GxDURG,sdv-pii-ier38,2022-08-18,2022-12-09,11,Approved,55187,23642,6.25,120,44.8,51.4,Home Improvement,784,101722,363460
sdv-id-hylYSI,sdv-pii-cxevx,2023-09-17,2024-02-17,13,Approved,64495,3733,6.25,240,57.4,65.0,Debt Consolidation,675,63062,280801
sdv-id-oTmLKz,sdv-pii-v15l1,2024-03-31,2024-07-14,10,Approved,99088,5347,6.25,240,69.4,75.7,Home Improvement,684,74945,329033
sdv-id-cscifT,sdv-pii-n015s,2022-10-29,2023-04-11,13,Approved,47800,15139,6.25,180,50.5,56.1,Debt Consolidation,648,75702,268939
sdv-id-WnPGEb,sdv-pii-bggph,2022-08-27,2023-11-28,15,Approved,128952,17608,6.25,120,78.5,84.7,Education Expenses,689,85911,423390
sdv-id-Ffdtnq,sdv-pii-hm0gx,2022-07-30,2022-07-29,22,Approved,121094,62,0.0,180,86.1,94.8,Education Expenses,610,61761,298645
sdv-id-FiOexh,sdv-pii-8frd5,2023-02-27,2023-03-29,12,Approved,64486,8960,6.25,240,51.4,58.1,Medical Expenses,666,71965,304846
sdv-id-UnvxNh,sdv-pii-ecoyh,2022-12-01,2023-05-29,15,Approved,104465,34061,6.25,360,61.4,67.0,Debt Consolidation,782,123536,419128
sdv-id-qLigqP,sdv-pii-wiuk8,2022-11-24,2023-05-06,14,Approved,111997,73363,6.25,240,65.7,70.6,Education Expenses,795,114165,450054
sdv-id-szzsBs,sdv-pii-wtzwc,2022-07-19,2023-05-03,9,Approved,45982,30961,6.25,180,41.4,47.6,Debt Consolidation,754,75011,277116
sdv-id-inYmSK,sdv-pii-aw877,2024-01-27,,14,Pending,132897,0,0.0,240,84.6,93.4,Education Expenses,623,64188,329170
sdv-id-SQWvGc,sdv-pii-r2l1s,2022-03-19,2022-06-15,22,Approved,97652,331,0.17,240,74.4,81.1,Home Improvement,638,66049,371579
sdv-id-RJvZdA,sdv-pii-sf2fr,2024-01-01,2024-03-04,17,Approved,139070,40,0.0,240,83.4,91.6,Debt Consolidation,627,71491,394948
sdv-id-UcfuVW,sdv-pii-acolg,2024-02-14,,14,Approved,83616,6159,6.25,240,65.0,73.6,Medical Expenses,664,67269,331860
sdv-id-QvLQgd,sdv-pii-af0t3,2023-03-23,2023-04-19,18,Approved,49455,49336,6.25,120,43.0,49.1,Home Improvement,712,111925,386143
sdv-id-bEDTFN,sdv-pii-6f0yc,2023-08-17,2023-07-22,10,Approved,149530,44677,6.25,360,67.5,70.0,Home Improvement,791,147708,496445
sdv-id-WgcucA,sdv-pii-3c1ow,2024-03-13,2024-07-11,13,Approved,40901,46105,6.25,180,41.3,47.4,Debt Consolidation,727,63033,268627
sdv-id-ztUCGW,sdv-pii-nvyq2,2024-09-19,2024-09-28,12,Approved,57003,52590,6.25,240,48.4,55.2,Education Expenses,768,87575,370553
sdv-id-qAZYra,sdv-pii-folu8,2024-03-17,2024-06-28,14,Approved,171853,14777,6.24,360,78.8,84.1,Debt Consolidation,732,121688,502636
sdv-id-GIiTyU,sdv-pii-58hvb,2024-02-26,2024-06-16,21,Approved,196646,1136,0.16,360,89.8,97.0,Home Improvement,768,124968,519153
sdv-id-XCWHiU,sdv-pii-l9645,2022-01-18,2022-02-16,11,Approved,54245,15073,6.25,360,49.5,56.6,Home Improvement,734,66082,280754
sdv-id-ZhCyTj,sdv-pii-lb6km,2023-11-05,2024-06-16,12,Approved,54980,53359,6.25,360,45.2,51.8,Debt Consolidation,792,117675,371120
sdv-id-WveWKK,sdv-pii-il12e,2024-12-05,2024-09-30,14,Approved,63357,3787,6.25,180,57.6,64.5,Debt Consolidation,632,66992,292014
sdv-id-ksqggP,sdv-pii-ozi2b,2023-12-08,2023-05-26,13,Approved,160712,14948,6.25,120,74.7,79.7,Medical Expenses,737,123817,490862
sdv-id-uytZcm,sdv-pii-f3hfi,2022-04-26,,13,Approved,72406,12247,6.25,240,52.6,57.7,Home Improvement,660,85706,344007
sdv-id-tUlLXk,sdv-pii-bu4gw,2023-02-21,,12,Denied,173023,2117,0.84,240,85.7,93.0,Debt Consolidation,751,119092,458467
sdv-id-cNfpgi,sdv-pii-m4zqp,2023-11-26,2024-03-03,16,Denied,84226,16849,6.25,240,63.3,70.5,Debt Consolidation,769,100130,409527
sdv-id-xXFwiq,sdv-pii-0drbv,2022-07-16,2023-01-24,15,Approved,91490,467,1.46,120,70.6,78.4,Debt Consolidation,651,64344,295841
sdv-id-PxxrUL,sdv-pii-3jfmr,2023-09-24,2023-08-10,12,Approved,78340,14190,6.25,180,53.4,58.3,Home Improvement,766,66451,272887
sdv-id-VdYOjt,sdv-pii-1nwdg,2022-09-19,2023-02-07,12,Approved,63881,44113,6.25,240,52.7,58.3,Medical Expenses,795,92698,296938
sdv-id-DrdzJn,sdv-pii-7dx2h,2024-03-19,2024-06-02,11,Approved,59068,3356,6.25,360,57.5,64.4,Debt Consolidation,774,77337,331603
sdv-id-PQubCg,sdv-pii-q1ryu,2024-06-28,2024-06-01,11,Approved,125234,10406,6.25,120,63.3,68.7,Home Improvement,780,123079,475824
sdv-id-bZKHkH,sdv-pii-qstb1,2023-03-12,2022-06-16,10,Withdrawn,75537,2475,6.02,120,58.1,64.7,Medical Expenses,751,73594,335232
sdv-id-HJAmeM,sdv-pii-kqj6u,2022-04-21,2022-06-04,12,Approved,42755,5287,6.25,180,44.4,51.9,Debt Consolidation,777,61254,266136
sdv-id-pVWbee,sdv-pii-4gayu,2023-09-27,,14,Pending,170016,0,0.0,240,90.0,97.4,Education Expenses,609,61163,349245
sdv-id-SgHVvc,sdv-pii-rasva,2024-04-09,2023-05-31,11,Pending,89917,373,0.89,120,77.0,85.9,Home Improvement,610,62341,292357
sdv-id-vBylEd,sdv-pii-7koco,2024-10-14,,18,Approved,119711,16484,6.25,360,71.9,79.0,Home Improvement,771,118892,475284
sdv-id-pTRDiZ,sdv-pii-nsh9t,2023-03-10,,15,Approved,122395,10435,6.2,120,75.2,81.3,Home Improvement,740,128612,472283
sdv-id-vOFcQm,sdv-pii-6krmh,2024-07-27,,18,Approved,180728,5740,5.94,120,89.7,96.9,Education Expenses,758,128349,471338
sdv-id-InuQnC,sdv-pii-nzgpr,2023-07-20,2023-01-13,12,Approved,47360,29487,6.25,360,41.5,47.6,Education Expenses,788,112843,362048
sdv-id-QMAVAc,sdv-pii-8xcz6,2022-10-08,2023-10-04,10,Approved,118461,53854,6.25,180,79.7,85.1,Debt Consolidation,792,80547,393458
sdv-id-lghtar,sdv-pii-hyd79,2022-04-08,2022-03-05,9,Withdrawn,94378,3659,6.08,180,66.3,72.6,Home Improvement,762,71005,335874
sdv-id-pRwUMy,sdv-pii-8z5f5,2024-04-24,2023-12-07,14,Approved,45390,74038,6.25,180,43.1,48.9,Education Expenses,776,116783,330562
sdv-id-zFuvsH,sdv-pii-vgg2l,2024-08-16,,11,Approved,59621,33607,6.25,240,45.4,50.8,Home Improvement,795,84416,315270
sdv-id-RTZAMR,sdv-pii-wxokk,2023-11-22,2023-12-09,11,Approved,48783,50291,6.25,180,42.0,47.9,Education Expenses,786,73488,292718
sdv-id-fMCNTJ,sdv-pii-oz4rd,2024-09-13,2024-10-23,21,Approved,145340,6627,6.18,180,78.9,87.4,Debt Consolidation,780,97635,445864
sdv-id-TSLHWN,sdv-pii-mdpik,2022-05-08,,15,Approved,172578,7310,5.45,120,83.3,89.2,Home Improvement,795,121574,504124
sdv-id-XKZFAp,sdv-pii-4wu30,2022-01-09,2022-02-24,13,Approved,128735,117,0.02,180,82.6,88.7,Home Improvement,633,63214,346935
sdv-id-qROaOQ,sdv-pii-fl2k2,2022-12-31,2022-06-28,15,Approved,81621,12340,6.25,240,63.1,70.5,Medical Expenses,727,78651,354914
sdv-id-QHZePW,sdv-pii-wgu8n,2022-03-19,2022-08-22,12,Approved,73405,53844,6.25,360,47.8,53.0,Debt Consolidation,794,130801,452758
sdv-id-sJXWAT,sdv-pii-lrzqn,2023-09-08,2024-02-26,14,Withdrawn,80394,2671,6.22,240,66.4,72.2,Medical Expenses,715,89364,317084
sdv-id-AbCQdp,sdv-pii-cbvl3,2022-02-06,2022-05-13,18,Denied,99921,3728,6.23,120,69.0,73.5,Home Improvement,708,82523,356431
sdv-id-XvHaWS,sdv-pii-rltkb,2022-02-10,2022-04-02,17,Denied,158945,2927,2.12,360,81.9,90.4,Debt Consolidation,714,113570,516241
sdv-id-ZBXUWc,sdv-pii-oeyc4,2022-09-06,2022-05-18,16,Pending,139001,2008,1.16,360,78.2,87.4,Education Expenses,693,112056,479662
sdv-id-ztqvlS,sdv-pii-oxxj1,2022-07-01,2022-09-05,14,Approved,93763,941,1.55,360,66.4,73.6,Education Expenses,655,71777,376462
sdv-id-TREkLo,sdv-pii-npaqw,2022-11-03,2022-12-07,12,Approved,71822,31630,6.25,240,55.7,62.0,Home Improvement,771,119365,376487
sdv-id-snuatc,sdv-pii-tifkb,2022-08-12,,16,Approved,118556,2076,5.19,240,80.7,87.9,Debt Consolidation,720,83890,343305
sdv-id-nrJSPA,sdv-pii-2qht5,2022-06-11,,13,Denied,164318,4604,6.05,360,79.2,84.5,Home Improvement,761,100940,466574
sdv-id-JtkNzP,sdv-pii-ioncb,2023-11-12,2024-07-23,12,Approved,116272,7720,6.25,120,67.7,74.1,Debt Consolidation,724,77976,378960
sdv-id-VLmbpu,sdv-pii-ry31h,2023-02-16,,11,Approved,89259,64968,6.25,360,47.7,53.4,Home Improvement,795,140290,446688
sdv-id-zRtkEW,sdv-pii-lc2il,2024-01-05,2023-10-02,9,Approved,67262,3138,6.25,180,59.4,65.4,Debt Consolidation,634,64252,290251
sdv-id-PHFOLl,sdv-pii-wb19j,2022-05-27,,12,Approved,84171,4361,6.21,180,68.0,76.0,Medical Expenses,626,71492,327674
sdv-id-MToXMN,sdv-pii-rr5ms,2024-10-16,2024-05-27,12,Approved,55918,16858,6.25,180,47.7,54.2,Home Improvement,778,81917,303679
sdv-id-zJZgqt,sdv-pii-7ikar,2023-09-14,,15,Approved,111649,35062,6.25,240,72.4,77.4,Debt Consolidation,795,133020,392765
sdv-id-AhQvey,sdv-pii-80rq5,2024-06-14,2024-06-16,16,Denied,131913,12044,6.25,360,75.2,81.8,Home Improvement,774,116232,465420
sdv-id-SufDAN,sdv-pii-759m7,2023-09-24,2023-08-08,18,Approved,175227,4757,6.04,360,78.0,82.5,Education Expenses,759,122180,488776
sdv-id-yNaPJD,sdv-pii-ooz79,2024-06-22,,13,Approved,59150,22370,6.25,180,48.5,55.5,Medical Expenses,719,68046,291740
sdv-id-PHnuRT,sdv-pii-gebrk,2024-01-02,2023-02-11,15,Approved,63895,2979,6.21,180,65.2,73.7,Medical Expenses,740,69942,284855
sdv-id-PjtCTl,sdv-pii-hoq2l,2022-06-09,,12,Approved,177299,1931,2.67,120,85.3,92.2,Home Improvement,785,78718,463146
sdv-id-VBsVHv,sdv-pii-r4lk6,2024-05-15,2023-07-04,12,Approved,67941,41242,6.25,360,55.1,60.5,Medical Expenses,795,101542,338193
sdv-id-svGvoT,sdv-pii-9eacu,2024-07-06,2024-11-07,11,Approved,69852,80204,6.25,240,45.0,50.9,Medical Expenses,795,127507,391395
sdv-id-akTqGr,sdv-pii-g4pae,2022-04-06,2022-05-24,13,Approved,133243,27206,6.25,360,73.3,78.9,Debt Consolidation,763,112791,444265
sdv-id-KTYVnR,sdv-pii-i4zym,2024-03-26,2024-07-16,13,Approved,96255,15495,6.25,180,50.2,55.6,Debt Consolidation,793,92997,426280
sdv-id-VSKOCU,sdv-pii-ckey7,2024-10-04,2024-02-12,13,Approved,88296,29402,6.25,240,54.8,62.1,Home Improvement,795,130733,440567
sdv-id-CuBAoE,sdv-pii-gx00q,2022-12-12,2023-03-24,13,Pending,112339,16,0.0,360,81.3,89.6,Debt Consolidation,619,62033,356163
sdv-id-TOdAZO,sdv-pii-d464e,2023-09-27,,17,Approved,72921,194,4.99,180,70.1,77.7,Home Improvement,630,61028,267904
sdv-id-cDigkE,sdv-pii-r9zyx,2023-07-11,2023-09-16,14,Denied,116227,1055,5.25,360,71.1,77.9,Debt Consolidation,766,67628,362101
sdv-id-kFgigV,sdv-pii-5pz0y,2023-01-06,2024-06-17,13,Approved,49860,35068,6.25,180,44.9,51.6,Medical Expenses,752,65304,278278
sdv-id-fRsmLC,sdv-pii-fo0uh,2024-11-29,,12,Approved,142203,2361,4.36,240,75.4,81.3,Home Improvement,794,91604,482480
sdv-id-aJbJAc,sdv-pii-m45gg,2023-10-25,,20,Approved,123110,5865,6.1,180,80.7,87.7,Debt Consolidation,761,87731,451094
sdv-id-gFRWns,sdv-pii-kq8xy,2024-12-22,2024-10-26,13,Approved,90784,3351,6.18,240,58.5,66.2,Medical Expenses,757,94504,300116
sdv-id-ApXJzL,sdv-pii-kky5w,2024-03-19,2024-04-02,17,Approved,107648,14820,6.25,360,64.6,72.3,Debt Consolidation,782,114520,432887
sdv-id-OVTlAq,sdv-pii-hkdqc,2024-02-18,,20,Approved,104214,4780,5.49,240,74.6,82.8,Home Improvement,792,103288,449779
sdv-id-CwyZJA,sdv-pii-fxgr8,2024-04-18,,15,Approved,101599,4983,6.04,180,71.8,78.8,Education Expenses,676,105897,353947
sdv-id-SfkXht,sdv-pii-hp4ci,2022-05-06,,15,Approved,151836,113286,6.25,360,54.4,56.5,Home Improvement,795,149407,524528
sdv-id-uZvnOH,sdv-pii-pwgqs,2024-10-14,2024-09-03,13,Denied,98586,483,2.07,240,71.3,78.6,Medical Expenses,731,84498,363189
sdv-id-FftOHQ,sdv-pii-er19z,2022-03-17,2023-03-10,10,Approved,96234,20533,6.25,120,65.2,71.7,Home Improvement,793,84036,309979
sdv-id-EhhcTT,sdv-pii-79w8f,2023-06-09,2022-05-29,12,Approved,96764,24194,6.25,240,61.0,66.2,Education Expenses,790,93197,339370
sdv-id-QSwEYx,sdv-pii-6mcz9,2022-11-16,2023-01-31,14,Approved,74939,20240,6.25,360,54.9,61.8,Debt Consolidation,660,103484,332132
sdv-id-zoxFic,sdv-pii-g6alm,2023-01-25,,14,Approved,95548,19851,6.25,240,66.1,74.1,Education Expenses,714,92513,282086
sdv-id-wobaut,sdv-pii-2v8bw,2022-10-13,2023-03-10,14,Approved,53859,68641,6.25,180,44.9,50.2,Debt Consolidation,794,118026,336964
sdv-id-IvTdAm,sdv-pii-p4nzm,2023-01-18,2023-03-26,10,Approved,66097,44078,6.25,180,53.2,59.3,Debt Consolidation,792,94913,343623
sdv-id-KBWCIn,sdv-pii-17mod,2022-09-19,,13,Pending,200728,0,0.0,360,90.5,97.8,Home Improvement,629,69994,485929
sdv-id-GDFOkt,sdv-pii-gkz95,2023-09-24,2023-02-08,14,Approved,116710,1789,3.84,120,77.7,85.8,Home Improvement,711,76475,401167
sdv-id-dZQKLW,sdv-pii-kxmni,2024-06-23,2024-05-06,13,Pending,142088,320,0.01,120,80.0,88.9,Debt Consolidation,697,66894,463948
sdv-id-JlGBPN,sdv-pii-u3l3m,2022-03-04,2022-04-02,13,Approved,48760,19260,6.25,360,47.2,54.9,Education Expenses,781,69234,287294
sdv-id-XuJJJH,sdv-pii-3618y,2022-02-08,2022-03-28,12,Approved,80339,14086,6.25,180,60.6,66.9,Home Improvement,725,89358,343190
sdv-id-RIYvOT,sdv-pii-drtzz,2022-10-09,,13,Approved,113543,23431,6.25,360,65.4,69.4,Home Improvement,780,130347,408714
sdv-id-cYLwWL,sdv-pii-4x1g0,2023-07-09,2023-08-19,13,Withdrawn,87929,1546,6.23,180,67.7,74.2,Medical Expenses,612,62914,280605
sdv-id-wFHQJA,sdv-pii-55wqu,2024-04-16,2024-11-05,12,Approved,72275,338,2.79,240,67.5,75.7,Home Improvement,699,62847,302540
sdv-id-ZZxpRt,sdv-pii-14aup,2022-10-19,2024-04-01,11,Approved,111613,62360,6.25,240,52.9,57.7,Education Expenses,787,126714,451186
sdv-id-aqlJdN,sdv-pii-sntp7,2024-06-11,2024-04-08,17,Denied,102889,342,0.13,180,78.5,85.5,Medical Expenses,744,61741,332504
sdv-id-EpfRrf,sdv-pii-a24ix,2024-10-20,,14,Approved,102041,10722,6.25,120,72.0,78.7,Debt Consolidation,787,96658,374799
sdv-id-FweEcq,sdv-pii-ox5l0,2024-10-14,,17,Denied,160305,2,0.0,240,89.4,96.7,Education Expenses,619,64717,434093
sdv-id-kraoPp,sdv-pii-0xpuc,2022-03-04,,13,Approved,50811,40751,6.25,360,47.3,54.3,Debt Consolidation,695,95225,312504
sdv-id-gklkTh,sdv-pii-uicch,2022-10-15,2022-11-09,17,Approved,185643,10649,4.79,360,89.4,97.1,Home Improvement,792,131752,520566
sdv-id-zbacEl,sdv-pii-vhjwv,2023-06-15,2022-10-16,12,Approved,89825,8920,6.25,360,53.8,59.6,Home Improvement,780,79290,382098
sdv-id-FypThp,sdv-pii-tm4hq,2024-02-19,2023-11-20,9,Pending,122158,7280,6.23,360,73.6,79.3,Debt Consolidation,783,131400,426077
sdv-id-oUAEAj,sdv-pii-154qf,2024-10-07,,13,Pending,180980,16,0.0,360,87.4,95.0,Home Improvement,709,108824,467933
sdv-id-zTJQNk,sdv-pii-lw78j,2023-12-29,2024-03-23,9,Approved,73722,11798,6.25,180,51.0,57.0,Debt Consolidation,735,85758,410467
sdv-id-xtafys,sdv-pii-6h1pi,2024-09-15,2024-04-14,14,Approved,70710,22522,6.25,180,59.5,66.1,Debt Consolidation,791,96680,318789
sdv-id-PgwrkY,sdv-pii-dvdoy,2024-06-09,2023-10-30,14,Approved,150971,6057,6.19,240,83.0,90.5,Debt Consolidation,745,98712,484032
sdv-id-EddBeC,sdv-pii-4mx41,2023-10-20,2024-07-16,10,Withdrawn,97074,54,0.7,120,66.5,73.4,Debt Consolidation,605,61068,275635
sdv-id-tUZKGD,sdv-pii-ztoxi,2023-07-10,2022-12-24,10,Withdrawn,104789,234,0.37,120,86.1,94.3,Debt Consolidation,630,61762,315782
sdv-id-DwBYFd,sdv-pii-jqcye,2024-02-23,2024-08-20,14,Approved,146622,42549,6.25,360,70.8,76.6,Debt Consolidation,775,149648,502737
sdv-id-uWUliK,sdv-pii-stvd5,2023-01-10,,10,Approved,65460,42234,6.25,120,44.1,49.3,Home Improvement,781,120368,367158
sdv-id-cNHeRA,sdv-pii-pzvf5,2024-08-23,2023-09-09,13,Approved,45534,26998,6.25,240,47.6,54.7,Education Expenses,773,94203,317878
sdv-id-dICYmp,sdv-pii-d1oa1,2024-06-07,2023-05-12,19,Approved,199073,11325,5.81,240,90.1,97.3,Debt Consolidation,781,144602,540000
sdv-id-XircSN,sdv-pii-aoya8,2022-08-02,2022-12-11,11,Approved,42182,8527,6.25,240,42.2,48.7,Debt Consolidation,658,68323,284847
sdv-id-GGDLEO,sdv-pii-jxugw,2022-08-26,2022-10-05,13,Denied,169916,557,0.01,120,87.2,93.8,Home Improvement,784,86193,527760
sdv-id-pgPuaC,sdv-pii-je3aq,2022-08-30,2022-08-18,19,Approved,51306,819,3.18,180,51.9,59.7,Debt Consolidation,647,61489,269417
sdv-id-QuOfPe,sdv-pii-n9cs1,2023-06-06,2023-02-27,13,Approved,86331,3609,6.05,180,74.7,83.3,Education Expenses,669,76457,349673
sdv-id-zTbsqq,sdv-pii-wiypt,2024-09-23,2024-09-16,17,Approved,144496,322,0.03,360,87.5,95.2,Home Improvement,693,98113,410580
sdv-id-UDuKbf,sdv-pii-hf5m6,2022-01-25,2022-04-15,12,Approved,133471,30433,6.25,360,71.5,77.1,Education Expenses,772,120714,453946
sdv-id-Nvpgfv,sdv-pii-cwsfe,2023-12-24,,12,Approved,55513,37950,6.25,240,48.0,54.7,Medical Expenses,770,73152,293614
sdv-id-MLoIiE,sdv-pii-l9gss,2024-02-28,2022-11-18,10,Approved,147033,19606,6.25,360,75.1,81.0,Home Improvement,788,138677,457610
sdv-id-HoueNH,sdv-pii-xnsi1,2022-10-09,,18,Denied,184132,13,0.0,360,89.4,96.5,Education Expenses,640,67601,477328
sdv-id-nRGUSQ,sdv-pii-qwx0g,2024-04-21,,13,Approved,124572,40260,6.25,360,65.8,73.3,Home Improvement,791,135743,502353
sdv-id-coNzqj,sdv-pii-kuh6t,2024-05-16,2023-11-12,12,Approved,54183,1581,6.22,180,54.2,60.6,Debt Consolidation,649,61141,278512
sdv-id-mxVKPc,sdv-pii-cr3yt,2023-10-25,2024-01-23,12,Denied,152713,8155,5.98,360,75.2,84.2,Home Improvement,795,126262,493982
sdv-id-JyKaQJ,sdv-pii-4ldfx,2024-05-11,,17,Approved,82868,3690,6.23,120,65.8,73.7,Debt Consolidation,692,70715,326208
sdv-id-GRSove,sdv-pii-wrmhc,2024-03-31,2023-09-21,19,Approved,102834,8329,6.24,240,62.4,69.4,Debt Consolidation,766,87680,418887
sdv-id-JKcuiH,sdv-pii-47pu9,2022-07-18,,14,Pending,145137,111,0.01,240,85.7,92.8,Home Improvement,706,66529,440558
sdv-id-boJzDB,sdv-pii-0rsin,2022-04-17,2023-10-27,9,Approved,57296,40885,6.25,120,43.0,49.3,Debt Consolidation,637,75917,359517
sdv-id-mSoOQj,sdv-pii-qulyc,2024-04-11,2024-03-27,13,Approved,85255,40690,6.25,180,52.9,58.2,Home Improvement,795,119327,449665
sdv-id-PRbloS,sdv-pii-f2rtz,2022-12-08,,12,Approved,98105,8700,6.25,120,66.9,74.5,Education Expenses,687,88718,386510
sdv-id-OcbcYo,sdv-pii-vfmw7,2023-05-17,2023-07-25,12,Approved,65922,2506,6.22,240,52.6,58.1,Home Improvement,678,68437,280445
sdv-id-TRFMEr,sdv-pii-xjmxe,2023-03-25,,10,Approved,96526,11368,6.25,240,61.9,69.4,Home Improvement,781,115368,371542
sdv-id-lUfpod,sdv-pii-dady3,2023-02-25,2023-09-14,13,Denied,62677,17,0.0,240,64.0,74.9,Debt Consolidation,613,62443,274196
sdv-id-sFkSrD,sdv-pii-fhg8b,2022-03-05,2022-05-01,12,Pending,157439,24,0.0,360,88.3,95.9,Home Improvement,722,75543,382799
sdv-id-djjjpK,sdv-pii-l4qch,2024-10-17,2024-03-14,11,Approved,74043,4723,6.23,240,59.3,67.5,Home Improvement,760,89087,382956
sdv-id-HvEINQ,sdv-pii-wbprv,2023-07-23,2023-12-12,15,Approved,133360,1698,3.97,360,68.4,74.9,Education Expenses,730,71625,375059
sdv-id-BFDZOB,sdv-pii-951d0,2024-03-30,2024-06-05,12,Approved,43020,26071,6.25,120,42.3,48.6,Home Improvement,791,71786,275727
sdv-id-LYJqFU,sdv-pii-6oa2g,2022-08-13,2022-12-26,15,Approved,150866,5467,6.2,120,76.0,80.4,Debt Consolidation,751,117720,498357
sdv-id-QpbYBC,sdv-pii-ws923,2022-05-13,2022-05-07,9,Approved,56910,14870,6.25,360,47.3,53.8,Debt Consolidation,779,116822,321761
sdv-id-JQtRJy,sdv-pii-rrw57,2022-06-08,,10,Pending,160495,3422,5.71,240,85.5,92.6,Debt Consolidation,742,91259,366280
sdv-id-vVyzKY,sdv-pii-s6kkj,2022-05-07,2022-04-06,12,Withdrawn,132201,1373,1.32,360,81.5,90.4,Home Improvement,752,107033,392768
sdv-id-jRXnNi,sdv-pii-vq7zn,2022-04-02,2023-03-14,14,Approved,101955,45343,6.25,240,60.8,68.4,Debt Consolidation,795,125416,475960
sdv-id-iYovNa,sdv-pii-210r5,2022-05-02,2022-07-14,15,Approved,154972,3167,4.4,240,86.5,93.9,Education Expenses,686,109266,487840
sdv-id-sByAao,sdv-pii-uhg80,2023-06-30,2023-09-12,10,Approved,116490,2065,5.15,360,70.1,78.1,Home Improvement,778,120017,415829
sdv-id-dXxPXr,sdv-pii-9r9ww,2022-06-29,2023-01-29,18,Denied,122645,54,0.0,120,87.5,94.9,Home Improvement,703,62813,308827
sdv-id-qjwPcy,sdv-pii-yqbwm,2023-07-13,2022-12-13,10,Approved,80607,42344,6.25,240,54.4,59.8,Home Improvement,794,109997,464398
sdv-id-mGfrhM,sdv-pii-3djod,2022-01-27,2022-01-23,15,Approved,82242,42499,6.25,120,55.6,60.7,Debt Consolidation,794,124075,357289
sdv-id-soPHIt,sdv-pii-bdlk5,2024-09-25,2024-08-14,13,Denied,110641,3894,5.99,180,79.1,88.2,Home Improvement,728,125589,451566
sdv-id-HMQGRo,sdv-pii-s8yn8,2023-02-16,2023-05-12,13,Approved,71670,56836,6.25,180,52.3,57.8,Home Improvement,795,120823,370163
sdv-id-GEIHXI,sdv-pii-yu0yy,2024-02-16,2024-02-10,12,Approved,62501,11283,6.25,180,52.2,59.9,Debt Consolidation,618,91982,303867
sdv-id-BquVJk,sdv-pii-albxf,2023-08-06,,17,Approved,96107,45378,6.25,240,60.8,68.8,Debt Consolidation,747,134324,412002
sdv-id-VfnNES,sdv-pii-e18ee,2023-02-09,2022-11-27,15,Denied,106625,495,2.66,180,83.1,90.7,Debt Consolidation,702,65113,298860
sdv-id-nrewiq,sdv-pii-6671j,2024-07-17,2024-06-07,11,Approved,72302,9230,6.25,180,65.6,74.2,Debt Consolidation,725,77845,303658
sdv-id-rbYwJo,sdv-pii-vrw6i,2024-04-23,2023-06-08,11,Approved,62652,6974,6.25,240,48.0,54.3,Home Improvement,793,107087,374180
sdv-id-qUJqlu,sdv-pii-qmu9r,2022-02-20,2022-04-27,16,Approved,69240,26262,6.25,240,55.5,60.5,Medical Expenses,767,82663,320199
sdv-id-UdGAmV,sdv-pii-mp4w7,2024-01-20,,14,Approved,74967,2272,6.21,240,67.2,75.2,Home Improvement,691,68305,283741
sdv-id-QJHvTA,sdv-pii-s1il8,2022-06-05,,12,Approved,78103,312,0.14,180,57.4,66.3,Debt Consolidation,616,61356,305744
sdv-id-mQnTKp,sdv-pii-7grd5,2023-05-21,,9,Approved,45873,45299,6.25,180,42.9,49.4,Home Improvement,790,98611,327374
sdv-id-VJVnVO,sdv-pii-2vvkg,2022-07-20,2022-07-10,14,Approved,71062,99989,6.25,240,48.1,53.2,Debt Consolidation,795,137776,442407
sdv-id-EiqCfH,sdv-pii-ulbq1,2023-04-03,,14,Approved,75967,17468,6.25,240,56.1,62.2,Home Improvement,787,86915,391681
sdv-id-wLYKLa,sdv-pii-ymmkq,2022-04-20,2023-01-11,15,Approved,65384,19082,6.25,360,55.1,61.7,Home Improvement,781,99335,384844
